Data;CDI;IBOV;IRFM;IMAB;PTAXV
11/04/2022;0,00044;-0,01158;-0,00217;-0,00676;-0,01027
08/04/2022;0,00044;-0,00454;-0,00344;-0,00168;0,00192
07/04/2022;0,00044;0,00537;-0,00112;0,00178;0,00969
06/04/2022;0,00044;-0,00553;-0,00151;0,00074;0,01222
05/04/2022;0,00044;-0,01974;-0,00277;-0,00351;0,00487
04/04/2022;0,00044;-0,00239;0,00153;0,00186;-0,01722
01/04/2022;0,00044;0,01309;0,00379;0,00721;-0,00832
31/03/2022;0,00044;-0,00216;0,00189;0,00046;-0,00251
30/03/2022;0,00044;0,00204;-0,00179;-0,00256;0,00023
29/03/2022;0,00044;0,01075;0,00108;-0,00150;-0,00875
28/03/2022;0,00044;-0,00289;0,00143;-0,00069;0,00257
25/03/2022;0,00044;0,00024;0,00321;0,00564;-0,00593
24/03/2022;0,00044;0,01358;0,00482;0,01215;-0,01308
23/03/2022;0,00044;0,00158;0,00029;0,00358;-0,01024
22/03/2022;0,00044;0,00963;0,00166;0,00399;-0,00922
21/03/2022;0,00044;0,00732;-0,00091;0,00093;-0,01478
18/03/2022;0,00044;0,01976;0,00330;0,00507;-0,00695
17/03/2022;0,00040;0,01768;0,00287;0,00417;-0,01020
16/03/2022;0,00040;0,01976;0,00017;0,00025;-0,00053
15/03/2022;0,00040;-0,00881;0,00386;0,00224;0,01317
14/03/2022;0,00040;-0,01599;-0,00335;-0,00259;0,00780
11/03/2022;0,00040;-0,01716;-0,00136;0,00042;-0,00511
10/03/2022;0,00040;-0,00208;-0,00169;0,00093;0,00836
09/03/2022;0,00040;0,02425;0,00375;0,00413;-0,01589
08/03/2022;0,00040;-0,00349;-0,00100;-0,00122;0,00641
07/03/2022;0,00040;-0,02516;-0,00366;-0,00259;-0,00353
04/03/2022;0,00040;-0,00601;-0,00267;-0,00215;0,00553
03/03/2022;0,00040;-0,00007;-0,00200;-0,00021;-0,01690
02/03/2022;0,00040;0,01796;-0,00142;-0,00004;-0,00091
25/02/2022;0,00040;0,01389;-0,00002;0,00112;0,00430
24/02/2022;0,00040;-0,00371;-0,00122;-0,00021;0,02056
23/02/2022;0,00040;-0,00783;0,00197;0,00205;-0,00925
22/02/2022;0,00040;0,01044;-0,00034;-0,00183;-0,00757
21/02/2022;0,00040;-0,01022;0,00141;0,00070;-0,00666
18/02/2022;0,00040;-0,00572;0,00091;-0,00059;-0,00438
17/02/2022;0,00040;-0,01434;-0,00079;-0,00238;-0,00126
16/02/2022;0,00040;0,00307;0,00038;0,00073;-0,00484
15/02/2022;0,00040;0,00816;0,00250;0,00268;-0,00432
14/02/2022;0,00040;0,00288;0,00006;0,00174;0,00229
11/02/2022;0,00040;0,00181;-0,00116;-0,00065;-0,00219
10/02/2022;0,00040;0,00806;-0,00129;-0,00111;-0,01202
09/02/2022;0,00040;0,00202;-0,00039;-0,00285;0,00068
08/02/2022;0,00040;0,00213;-0,00204;-0,00333;-0,00404
07/02/2022;0,00040;-0,00221;0,00190;0,00149;-0,00696
04/02/2022;0,00040;0,00492;-0,00280;-0,00306;0,00488
03/02/2022;0,00035;-0,00178;0,00204;0,00398;0,00130
02/02/2022;0,00035;-0,01178;0,00220;0,00421;0,00276
01/02/2022;0,00035;0,00968;0,00253;0,00280;-0,01426
31/01/2022;0,00035;0,00208;0,00132;0,00101;-0,00704
28/01/2022;0,00035;-0,00622;0,00028;0,00141;0,00264
27/01/2022;0,00035;0,01188;-0,00368;-0,00141;-0,00942
26/01/2022;0,00035;0,00985;0,00017;-0,00115;-0,01177
25/01/2022;0,00035;0,02099;0,00089;-0,00071;0,00111
24/01/2022;0,00035;-0,00922;0,00172;0,00161;0,00936
21/01/2022;0,00035;-0,00147;-0,00131;-0,00158;0,00434
20/01/2022;0,00035;0,01007;0,00301;0,00394;-0,01477
19/01/2022;0,00035;0,01262;0,00328;0,00507;-0,00426
18/01/2022;0,00035;0,00276;-0,00029;-0,00007;0,00282
17/01/2022;0,00035;-0,00518;-0,00289;-0,00424;-0,00526
14/01/2022;0,00035;0,01325;0,00023;0,00108;0,00186
13/01/2022;0,00035;-0,00148;0,00056;0,00095;-0,00656
12/01/2022;0,00035;0,01838;0,00447;0,00437;-0,01313
11/01/2022;0,00035;0,01798;0,00002;-0,00277;-0,00679
10/01/2022;0,00035;-0,00754;-0,00099;-0,00121;-0,00030
07/01/2022;0,00035;0,01140;-0,00075;-0,00347;-0,00507
06/01/2022;0,00035;0,00550;0,00067;-0,00343;0,00731
05/01/2022;0,00035;-0,02423;-0,00091;-0,00351;-0,00261
04/01/2022;0,00035;-0,00393;-0,00459;-0,00248;0,00829
03/01/2022;0,00035;-0,00860;-0,00198;-0,00068;0,00903
31/12/2021;0,00035;nd;0,00041;0,00048;0,00000
30/12/2021;0,00035;0,00687;0,00100;0,00202;-0,01438
29/12/2021;0,00035;-0,00722;-0,00134;-0,00423;0,00321
28/12/2021;0,00035;-0,00654;0,00042;-0,00016;-0,00374
27/12/2021;0,00035;0,00632;0,00009;-0,00032;0,00104
24/12/2021;0,00035;nd;0,00041;0,00029;-0,00561
23/12/2021;0,00035;-0,00334;-0,00211;-0,00127;-0,00509
22/12/2021;0,00035;-0,00243;-0,00003;0,00084;-0,00298
21/12/2021;0,00035;0,00457;0,00226;0,00175;0,00556
20/12/2021;0,00035;-0,02035;0,00401;0,00132;0,00169
17/12/2021;0,00035;-0,01039;-0,00151;-0,00279;-0,00007
16/12/2021;0,00035;0,00833;-0,00126;-0,00476;-0,00287
15/12/2021;0,00035;0,00629;-0,00074;-0,00159;0,01180
14/12/2021;0,00035;-0,00581;0,00152;-0,00079;0,00185
13/12/2021;0,00035;-0,00348;-0,00139;-0,00355;0,00762
10/12/2021;0,00035;0,01380;0,00422;0,00474;0,00660
09/12/2021;0,00029;-0,01669;-0,00040;-0,00001;-0,00385
08/12/2021;0,00029;0,00500;0,00297;0,00364;-0,01120
07/12/2021;0,00029;0,00654;0,00068;0,00171;-0,00819
06/12/2021;0,00029;0,01703;0,00016;-0,00122;0,00789
03/12/2021;0,00029;0,00577;0,00546;0,00649;0,00154
02/12/2021;0,00029;0,03664;0,00343;0,00309;0,00315
01/12/2021;0,00029;-0,01120;0,00043;-0,00332;-0,00055
30/11/2021;0,00029;-0,00874;0,00195;0,00326;0,00144
29/11/2021;0,00029;0,00577;0,00159;0,00286;0,00453
26/11/2021;0,00029;-0,03390;0,00278;0,00147;0,00224
25/11/2021;0,00029;0,01241;-0,00010;-0,00060;-0,00512
24/11/2021;0,00029;0,00831;0,00145;0,00248;-0,00760
23/11/2021;0,00029;0,01499;0,00369;0,00216;0,01101
22/11/2021;0,00029;-0,00886;-0,00321;-0,00312;0,00462
19/11/2021;0,00029;0,00595;0,00237;0,00364;0,00206
18/11/2021;0,00029;-0,00507;-0,00098;0,00055;0,00867
17/11/2021;0,00029;-0,01394;-0,00152;-0,00032;0,00403
16/11/2021;0,00029;-0,01816;-0,00087;-0,00262;0,01057
12/11/2021;0,00029;-0,01171;0,00067;0,00466;0,00052
11/11/2021;0,00029;0,01535;0,00179;0,00237;-0,00768
10/11/2021;0,00029;0,00409;0,00035;0,00047;-0,00668
09/11/2021;0,00029;0,00720;0,00391;0,00480;-0,01204
08/11/2021;0,00029;-0,00041;-0,00014;0,00129;0,00310
05/11/2021;0,00029;0,01365;0,00169;-0,00109;-0,00871
04/11/2021;0,00029;-0,02087;-0,00118;-0,00448;-0,01288
03/11/2021;0,00029;0,00063;0,00669;0,01881;-0,00039
01/11/2021;0,00029;0,01981;-0,00312;-0,00226;0,00468
29/10/2021;0,00029;-0,02085;0,00441;0,01157;0,00545
28/10/2021;0,00024;-0,00620;-0,01022;-0,01141;0,00821
27/10/2021;0,00024;-0,00053;0,00173;0,00305;-0,00238
26/10/2021;0,00024;-0,02111;-0,00415;-0,00357;-0,00309
25/10/2021;0,00024;0,02275;-0,00173;-0,00578;-0,02003
22/10/2021;0,00024;-0,01336;-0,00183;-0,00197;0,01230
21/10/2021;0,00024;-0,02754;-0,00861;-0,00574;0,01533
20/10/2021;0,00024;0,00103;-0,00037;-0,00259;0,00090
19/10/2021;0,00024;-0,03282;-0,00857;-0,00598;0,00594
18/10/2021;0,00024;-0,00191;-0,00091;-0,00188;0,01253
15/10/2021;0,00024;0,01292;-0,00179;-0,00292;-0,00869
14/10/2021;0,00024;-0,00238;-0,00071;-0,00112;-0,00871
13/10/2021;0,00024;0,01137;0,00109;0,00047;0,00562
11/10/2021;0,00024;-0,00579;-0,00090;-0,00225;0,00140
08/10/2021;0,00024;0,02033;0,00381;0,00268;-0,00102
07/10/2021;0,00024;0,00024;-0,00172;-0,00154;0,00078
06/10/2021;0,00024;0,00092;0,00306;0,00258;0,00890
05/10/2021;0,00024;0,00058;-0,00038;-0,00172;0,00751
04/10/2021;0,00024;-0,02220;-0,00073;-0,00167;0,00543
01/10/2021;0,00024;0,01730;0,00206;0,00425;-0,00888
30/09/2021;0,00024;-0,00114;-0,00087;-0,00312;0,00408
29/09/2021;0,00024;0,00893;0,00135;0,00086;-0,00061
28/09/2021;0,00024;-0,03046;-0,00120;-0,00102;0,01361
27/09/2021;0,00024;0,00266;-0,00104;0,00009;0,00080
24/09/2021;0,00024;-0,00686;-0,00085;-0,00008;0,01029
23/09/2021;0,00020;0,01587;-0,00178;-0,00318;0,00205
22/09/2021;0,00020;0,01844;0,00104;0,00004;-0,00492
21/09/2021;0,00020;0,01292;0,00387;0,00256;-0,00540
20/09/2021;0,00020;-0,02330;0,00135;0,00054;0,00431
17/09/2021;0,00020;-0,02070;-0,00058;-0,00202;0,00968
16/09/2021;0,00020;-0,01102;0,00008;-0,00180;0,00034
15/09/2021;0,00020;-0,00962;-0,00088;0,00119;0,00605
14/09/2021;0,00020;-0,00192;0,00231;0,00216;0,00134
13/09/2021;0,00020;0,01853;0,00113;0,00208;0,00061
10/09/2021;0,00020;-0,00932;0,00188;0,00099;-0,01263
09/09/2021;0,00020;0,01718;-0,00370;0,00814;0,00573
08/09/2021;0,00020;-0,03781;-0,00309;-0,00559;0,01451
06/09/2021;0,00020;0,00800;0,00081;0,00067;0,00170
03/09/2021;0,00020;0,00219;-0,00041;-0,00109;-0,00097
02/09/2021;0,00020;-0,02276;-0,00269;-0,00410;0,00308
01/09/2021;0,00020;0,00517;-0,00001;0,00142;0,00278
31/08/2021;0,00020;-0,00800;-0,00242;-0,00415;-0,00999
30/08/2021;0,00020;-0,00777;0,00057;-0,00131;-0,00475
27/08/2021;0,00020;0,01646;0,00129;0,00406;-0,00437
26/08/2021;0,00020;-0,01733;0,00018;-0,00054;-0,00069
25/08/2021;0,00020;0,00505;0,00225;0,00794;-0,01041
24/08/2021;0,00020;0,02332;0,00248;0,00755;-0,01246
23/08/2021;0,00020;-0,00492;-0,00208;-0,00407;-0,01083
20/08/2021;0,00020;0,00758;0,00282;0,00516;0,00173
19/08/2021;0,00020;0,00448;0,00163;0,00367;0,02178
18/08/2021;0,00020;-0,01070;-0,00332;-0,00815;0,00837
17/08/2021;0,00020;-0,01071;0,00003;0,00196;0,00171
16/08/2021;0,00020;-0,01661;-0,00177;-0,00326;0,00040
13/08/2021;0,00020;0,00408;-0,00204;-0,00657;0,00235
12/08/2021;0,00020;-0,01111;-0,00188;-0,00456;0,00650
11/08/2021;0,00020;-0,00119;-0,00035;-0,00166;-0,00391
10/08/2021;0,00020;-0,00664;0,00191;0,00084;-0,01055
09/08/2021;0,00020;0,00170;-0,00109;-0,00462;0,00695
06/08/2021;0,00020;0,00968;0,00051;0,00071;0,01838
05/08/2021;0,00016;-0,00139;-0,00443;-0,00655;-0,01204
04/08/2021;0,00016;-0,01436;0,00044;-0,00085;-0,00711
03/08/2021;0,00016;0,00866;-0,00028;0,00323;0,02112
02/08/2021;0,00016;0,00587;-0,00040;0,00046;0,00318
30/07/2021;0,00016;-0,03083;-0,00455;-0,00648;0,01054
29/07/2021;0,00016;-0,00483;0,00160;0,00128;-0,01640
28/07/2021;0,00016;0,01343;-0,00018;-0,00033;-0,00275
27/07/2021;0,00016;-0,01104;-0,00084;-0,00380;-0,00374
26/07/2021;0,00016;0,00760;-0,00026;-0,00279;0,00313
23/07/2021;0,00016;-0,00867;-0,00349;-0,00411;-0,00533
22/07/2021;0,00016;0,00172;0,00008;0,00062;-0,01024
21/07/2021;0,00016;0,00421;-0,00004;0,00011;0,00097
20/07/2021;0,00016;0,00810;0,00145;0,00297;0,00937
19/07/2021;0,00016;-0,01243;0,00061;0,00025;0,02036
16/07/2021;0,00016;-0,01182;0,00152;0,00295;-0,00116
15/07/2021;0,00016;-0,00731;-0,00011;0,00180;0,00236
14/07/2021;0,00016;0,00186;0,00306;0,00418;-0,01719
13/07/2021;0,00016;0,00450;-0,00099;-0,00080;-0,00898
12/07/2021;0,00016;0,01727;-0,00068;-0,00233;-0,00294
09/07/2021;0,00016;nd;0,00028;0,00038;-0,00369
08/07/2021;0,00016;-0,01253;-0,00062;-0,00126;0,00495
07/07/2021;0,00016;0,01538;0,00168;0,00324;0,01322
06/07/2021;0,00016;-0,01439;-0,00160;-0,00205;0,01766
05/07/2021;0,00016;-0,00549;-0,00114;-0,00072;0,00907
02/07/2021;0,00016;0,01556;0,00072;0,00338;0,00475
01/07/2021;0,00016;-0,00895;-0,00121;-0,00015;0,00066
30/06/2021;0,00016;-0,00413;-0,00134;-0,00066;0,01157
29/06/2021;0,00016;-0,00080;0,00095;-0,00004;0,00061
28/06/2021;0,00016;0,00137;0,00273;0,00304;0,00435
25/06/2021;0,00016;-0,01743;0,00030;-0,00096;-0,00144
24/06/2021;0,00016;0,00846;0,00201;0,00343;-0,00489
23/06/2021;0,00016;-0,00264;0,00021;0,00219;-0,01313
22/06/2021;0,00016;-0,00384;-0,00105;-0,00314;-0,00387
21/06/2021;0,00016;0,00669;0,00271;0,00390;0,00117
18/06/2021;0,00016;0,00272;-0,00261;-0,00452;-0,00089
17/06/2021;0,00013;-0,00930;-0,00185;-0,00722;0,00303
16/06/2021;0,00013;-0,00640;-0,00023;0,00008;-0,01311
15/06/2021;0,00013;-0,00089;0,00076;-0,00133;0,00329
14/06/2021;0,00013;0,00592;0,00062;0,00195;-0,00944
11/06/2021;0,00013;-0,00488;-0,00103;-0,00251;0,01096
10/06/2021;0,00013;0,00131;-0,00150;-0,00259;0,00202
09/06/2021;0,00013;0,00092;-0,00092;0,00030;0,00087
08/06/2021;0,00013;-0,00756;0,00046;0,00153;-0,00018
07/06/2021;0,00013;0,00500;-0,00124;-0,00221;-0,00332
04/06/2021;0,00013;0,00404;0,00178;0,00438;-0,00940
02/06/2021;0,00013;0,01040;0,00164;0,00545;-0,00947
01/06/2021;0,00013;0,01626;-0,00027;0,00323;-0,01311
31/05/2021;0,00013;0,00521;-0,00099;-0,00128;0,00078
28/05/2021;0,00013;0,00961;0,00123;0,00358;-0,01058
27/05/2021;0,00013;0,00304;0,00240;0,00382;-0,00609
26/05/2021;0,00013;0,00815;0,00161;0,00164;0,00040
25/05/2021;0,00013;-0,00842;0,00186;-0,00051;-0,00103
24/05/2021;0,00013;0,01174;-0,00092;-0,00186;0,00322
21/05/2021;0,00013;-0,00088;0,00080;0,00089;0,00231
20/05/2021;0,00013;0,00052;0,00177;0,00379;0,00157
19/05/2021;0,00013;-0,00279;-0,00061;0,00020;0,00445
18/05/2021;0,00013;0,00034;-0,00114;-0,00687;-0,00317
17/05/2021;0,00013;0,00867;0,00126;0,00474;0,00102
14/05/2021;0,00013;0,00973;-0,00050;0,00037;-0,00216
13/05/2021;0,00013;0,00831;0,00082;0,00126;0,00882
12/05/2021;0,00013;-0,02646;-0,00332;-0,00327;-0,00095
11/05/2021;0,00013;0,00865;0,00199;0,00434;0,00337
10/05/2021;0,00013;-0,00106;-0,00065;0,00087;0,00019
07/05/2021;0,00013;0,01766;-0,00005;0,00406;-0,01286
06/05/2021;0,00010;0,00298;-0,00088;0,00129;-0,01810
05/05/2021;0,00010;0,01573;0,00148;0,00045;-0,01161
04/05/2021;0,00010;-0,01256;-0,00236;-0,00588;0,00773
03/05/2021;0,00010;0,00266;-0,00177;-0,00100;0,00094
30/04/2021;0,00010;-0,00976;-0,00112;-0,00428;0,00697
29/04/2021;0,00010;-0,00815;0,00052;0,00026;-0,00635
28/04/2021;0,00010;0,01394;0,00078;0,00186;-0,00770
27/04/2021;0,00010;-0,01000;-0,00088;-0,00034;-0,00260
26/04/2021;0,00010;0,00053;0,00043;0,00107;-0,00403
23/04/2021;0,00010;0,00971;0,00146;0,00190;-0,00333
22/04/2021;0,00010;-0,00575;0,00348;0,00639;-0,00536
20/04/2021;0,00010;-0,00721;-0,00213;-0,00463;-0,00868
19/04/2021;0,00010;-0,00149;0,00181;0,00146;-0,01026
16/04/2021;0,00010;0,00342;0,00349;0,00414;0,00167
15/04/2021;0,00010;0,00338;0,00220;0,00245;-0,01233
14/04/2021;0,00010;0,00836;0,00198;0,00207;-0,00224
13/04/2021;0,00010;0,00409;-0,00201;-0,00423;0,00852
12/04/2021;0,00010;0,00971;0,00036;0,00040;0,00243
09/04/2021;0,00010;-0,00544;-0,00238;-0,00507;0,01125
08/04/2021;0,00010;0,00587;0,00446;0,00709;-0,00084
07/04/2021;0,00010;0,00106;-0,00226;-0,00079;-0,00709
06/04/2021;0,00010;-0,00017;-0,00112;-0,00163;-0,00559
05/04/2021;0,00010;0,01965;0,00051;-0,00125;-0,00475
01/04/2021;0,00010;-0,01183;-0,00117;-0,00026;-0,00218
31/03/2021;0,00010;-0,00185;0,00051;0,00239;-0,01161
30/03/2021;0,00010;0,01240;0,00307;0,00191;-0,00489
29/03/2021;0,00010;0,00556;-0,00171;-0,00107;0,01548
26/03/2021;0,00010;0,00906;-0,00011;0,00253;0,00808
25/03/2021;0,00010;0,01504;0,00149;0,00215;0,02268
24/03/2021;0,00010;-0,01057;-0,00252;-0,00253;0,00690
23/03/2021;0,00010;-0,01493;-0,00242;-0,00361;-0,00575
22/03/2021;0,00010;-0,01070;-0,00171;-0,00368;0,00339
19/03/2021;0,00010;0,01207;-0,00227;-0,00789;-0,00707
18/03/2021;0,00007;-0,01471;-0,00043;-0,00284;-0,01953
17/03/2021;0,00007;0,02220;0,00003;0,00081;0,01303
16/03/2021;0,00007;-0,00724;0,00108;0,00109;-0,00790
15/03/2021;0,00007;0,00604;0,00005;0,00062;0,01179
12/03/2021;0,00007;-0,00716;-0,00171;-0,00277;-0,00447
11/03/2021;0,00007;0,01957;0,00077;0,00241;-0,02714
10/03/2021;0,00007;0,01299;-0,00039;0,00161;-0,01623
09/03/2021;0,00007;0,00650;-0,00178;-0,00321;0,01838
08/03/2021;0,00007;-0,03985;-0,00452;-0,00598;0,00832
05/03/2021;0,00007;0,02229;0,00355;0,00906;0,01539
04/03/2021;0,00007;0,01355;0,00688;0,00934;-0,02326
03/03/2021;0,00007;-0,00319;-0,00255;0,00170;0,00876
02/03/2021;0,00007;0,01092;-0,00160;-0,00242;0,01813
01/03/2021;0,00007;0,00272;-0,00211;-0,00403;0,00958
26/02/2021;0,00007;-0,01979;-0,00105;-0,00206;0,01286
25/02/2021;0,00007;-0,02949;-0,00231;-0,00325;0,00771
24/02/2021;0,00007;0,00382;-0,00265;-0,00301;-0,00565
23/02/2021;0,00007;0,02272;0,00178;-0,00119;-0,01006
22/02/2021;0,00007;-0,04866;-0,00288;-0,00739;0,02077
19/02/2021;0,00007;-0,00644;-0,00144;-0,00189;-0,00579
18/02/2021;0,00007;-0,00961;0,00040;0,00086;0,00185
17/02/2021;0,00007;0,00776;-0,00158;-0,00263;0,00600
12/02/2021;0,00007;0,00108;-0,00123;-0,00056;0,00352
11/02/2021;0,00007;0,00730;-0,00011;0,00003;-0,00737
10/02/2021;0,00007;-0,00867;0,00108;0,00221;-0,00354
09/02/2021;0,00007;-0,00188;-0,00091;-0,00311;0,01017
08/02/2021;0,00007;-0,00452;-0,00033;-0,00034;-0,00397
05/02/2021;0,00007;0,00822;-0,00048;0,00080;-0,00048
04/02/2021;0,00007;-0,00388;-0,00167;-0,00241;0,00912
03/02/2021;0,00007;0,01261;0,00032;0,00217;-0,00839
02/02/2021;0,00007;0,00609;0,00146;0,00749;-0,01342
01/02/2021;0,00007;0,02129;-0,00024;-0,00093;-0,00276
29/01/2021;0,00007;-0,03210;0,00215;0,00387;0,00879
28/01/2021;0,00007;0,02590;0,00186;0,00374;0,00851
27/01/2021;0,00007;-0,00500;0,00064;0,00233;-0,00076
26/01/2021;0,00007;-0,00780;0,00243;0,00235;-0,02222
25/01/2021;0,00007;nd;0,00018;0,00022;0,01451
22/01/2021;0,00007;-0,00801;-0,00202;-0,00352;0,02135
21/01/2021;0,00007;-0,01102;-0,00245;-0,00304;0,00251
20/01/2021;0,00007;-0,00821;0,00006;-0,00095;0,00166
19/01/2021;0,00007;-0,00499;-0,00027;-0,00273;0,00297
18/01/2021;0,00007;0,00742;0,00089;-0,00060;0,00140
15/01/2021;0,00007;-0,02536;-0,00027;-0,00228;0,00184
14/01/2021;0,00007;0,01269;0,00212;0,00431;-0,00854
13/01/2021;0,00007;-0,01665;-0,00321;-0,00272;-0,02868
12/01/2021;0,00007;0,00603;0,00206;0,00643;-0,00599
11/01/2021;0,00007;-0,01456;-0,00353;-0,00670;0,02390
08/01/2021;0,00007;0,02199;-0,00105;0,00011;0,00468
07/01/2021;0,00007;0,02758;-0,00386;-0,00507;0,00472
06/01/2021;0,00007;-0,00231;-0,00240;-0,00294;-0,00163
05/01/2021;0,00007;0,00439;-0,00165;-0,00167;0,03183
04/01/2021;0,00007;-0,00137;0,00031;0,00043;-0,00656
31/12/2020;0,00007;nd;0,00015;0,00065;0,00000
30/12/2020;0,00007;-0,00328;0,00071;0,00169;0,00048
29/12/2020;0,00007;0,00240;0,00222;0,00541;-0,00855
28/12/2020;0,00007;0,01118;-0,00090;0,00005;0,01139
24/12/2020;0,00007;nd;0,00015;0,00065;0,00116
23/12/2020;0,00007;0,01003;0,00163;0,00345;0,00519
22/12/2020;0,00007;0,00703;0,00142;-0,00051;-0,00192
21/12/2020;0,00007;-0,01865;0,00024;0,00003;0,01149
18/12/2020;0,00007;-0,00318;0,00038;0,00135;0,00739
17/12/2020;0,00007;0,00461;-0,00003;0,00106;-0,00872
16/12/2020;0,00007;0,01471;-0,00114;-0,00048;0,00175
15/12/2020;0,00007;0,01341;0,00188;0,00293;0,00771
14/12/2020;0,00007;-0,00449;-0,00063;-0,00019;-0,00223
11/12/2020;0,00007;0,00000;0,00208;0,00445;-0,00317
10/12/2020;0,00007;0,01882;0,00095;0,00519;-0,00503
09/12/2020;0,00007;-0,00696;-0,00049;0,00043;0,00371
08/12/2020;0,00007;0,00180;0,00032;0,00248;-0,00192
07/12/2020;0,00007;-0,00142;0,00055;-0,00101;-0,01331
04/12/2020;0,00007;0,01299;-0,00017;0,00048;0,00157
03/12/2020;0,00007;0,00369;0,00411;0,00886;-0,01228
02/12/2020;0,00007;0,00430;0,00248;0,00304;-0,00989
01/12/2020;0,00007;0,02301;0,00349;0,00749;-0,00990
30/11/2020;0,00007;-0,01521;-0,00078;0,00075;-0,00331
27/11/2020;0,00007;0,00316;0,00170;0,00504;0,00551
26/11/2020;0,00007;0,00086;0,00186;0,00322;-0,00574
25/11/2020;0,00007;0,00315;0,00120;0,00281;-0,00979
24/11/2020;0,00007;0,02243;0,00096;0,00252;0,00388
23/11/2020;0,00007;0,01260;-0,00145;-0,00113;0,00604
20/11/2020;0,00007;-0,00588;-0,00210;-0,00344;0,00328
19/11/2020;0,00007;0,00518;0,00008;0,00027;0,00752
18/11/2020;0,00007;-0,01053;-0,00210;-0,00240;-0,01920
17/11/2020;0,00007;0,00770;0,00081;0,00115;-0,00424
16/11/2020;0,00007;0,01629;0,00055;0,00027;-0,01196
13/11/2020;0,00007;0,02162;0,00116;0,00312;0,01405
12/11/2020;0,00007;-0,02195;-0,00078;-0,00285;0,00137
11/11/2020;0,00007;-0,00246;-0,00297;-0,00377;0,00603
10/11/2020;0,00007;0,01498;-0,00079;-0,00345;0,01657
09/11/2020;0,00007;0,02566;0,00198;0,00392;-0,04505
06/11/2020;0,00007;0,00173;0,00250;0,00599;-0,00559
05/11/2020;0,00007;0,02948;0,00141;0,00498;-0,02297
04/11/2020;0,00007;0,01966;0,00232;0,00310;0,00065
03/11/2020;0,00007;0,02157;-0,00193;-0,00020;-0,01426
30/10/2020;0,00007;-0,02723;-0,00102;-0,00159;-0,00147
29/10/2020;0,00007;0,01273;0,00072;0,00081;0,00834
28/10/2020;0,00007;-0,04254;-0,00055;-0,00007;0,01476
27/10/2020;0,00007;-0,01397;-0,00060;-0,00192;0,00289
26/10/2020;0,00007;-0,00240;0,00083;-0,00014;0,00371
23/10/2020;0,00007;-0,00646;-0,00288;-0,00234;0,00537
22/10/2020;0,00007;0,01358;-0,00101;-0,00275;-0,00332
21/10/2020;0,00007;0,00013;-0,00062;0,00038;0,00315
20/10/2020;0,00007;0,01908;0,00257;0,00277;-0,00345
19/10/2020;0,00007;0,00354;0,00274;0,00370;-0,00361
16/10/2020;0,00007;-0,00752;-0,00097;0,00076;0,00096
15/10/2020;0,00007;-0,00282;-0,00261;-0,00342;0,00893
14/10/2020;0,00007;0,00845;0,00065;0,00105;-0,00329
13/10/2020;0,00007;0,01045;0,00198;0,00026;0,00841
09/10/2020;0,00007;-0,00445;0,00021;0,00370;-0,01436
08/10/2020;0,00007;0,02505;0,00148;0,00400;0,00325
07/10/2020;0,00007;-0,00093;0,00005;0,00021;0,01473
06/10/2020;0,00007;-0,00493;-0,00291;-0,00154;-0,01943
05/10/2020;0,00007;0,02206;0,00315;0,00517;-0,00292
02/10/2020;0,00007;-0,01532;-0,00357;-0,00786;0,00041
01/10/2020;0,00007;0,00925;-0,00090;0,00101;0,00060
30/09/2020;0,00007;0,01093;0,00252;0,00549;-0,00214
29/09/2020;0,00007;-0,01147;-0,00076;0,00136;0,01199
28/09/2020;0,00007;-0,02405;-0,00580;-0,01339;0,00343
25/09/2020;0,00007;-0,00013;0,00001;-0,00165;-0,00084
24/09/2020;0,00007;0,01335;0,00376;0,00908;0,00729
23/09/2020;0,00007;-0,01602;-0,00193;-0,00534;0,01808
22/09/2020;0,00007;0,00312;0,00192;0,00705;-0,00204
21/09/2020;0,00007;-0,01322;-0,00059;-0,00211;0,02933
18/09/2020;0,00007;-0,01806;-0,00433;-0,01286;0,00563
17/09/2020;0,00007;0,00423;0,00213;-0,00040;0,00116
16/09/2020;0,00007;-0,00620;-0,00135;-0,00275;-0,00372
15/09/2020;0,00007;0,00023;-0,00147;-0,00270;-0,00483
14/09/2020;0,00007;0,01943;0,00127;0,00192;0,00246
11/09/2020;0,00007;-0,00477;-0,00019;-0,00054;-0,00155
10/09/2020;0,00007;-0,02427;-0,00290;-0,00434;-0,00166
09/09/2020;0,00007;0,01241;0,00097;0,00261;-0,01255
08/09/2020;0,00007;-0,01176;-0,00243;-0,00291;0,01608
04/09/2020;0,00007;0,00516;0,00142;0,00121;-0,00435
03/09/2020;0,00007;-0,01168;0,00113;0,00266;-0,01232
02/09/2020;0,00007;-0,00251;-0,00081;0,00022;0,00017
01/09/2020;0,00007;0,02816;0,00188;0,00245;-0,01793
31/08/2020;0,00007;-0,02715;-0,00078;-0,00414;0,00062
28/08/2020;0,00007;0,01510;0,00278;0,00343;-0,02282
27/08/2020;0,00007;-0,00004;-0,00012;0,00025;0,00496
26/08/2020;0,00007;-0,01459;-0,00327;-0,00652;-0,00566
25/08/2020;0,00007;-0,00176;-0,00060;-0,00071;0,00077
24/08/2020;0,00007;0,00764;0,00142;0,00076;-0,00196
21/08/2020;0,00007;0,00053;0,00067;0,00035;-0,00789
20/08/2020;0,00007;0,00609;0,00070;0,00255;0,02921
