Data;Moderada
04/05/2021;-0,00397
03/05/2021;0,00018
30/04/2021;-0,00298
29/04/2021;-0,00093
28/04/2021;0,00305
27/04/2021;-0,00171
26/04/2021;0,00074
23/04/2021;0,00265
22/04/2021;0,00076
20/04/2021;-0,00285
19/04/2021;0,00017
16/04/2021;0,00205
15/04/2021;0,00142
14/04/2021;0,00189
13/04/2021;-0,00050
12/04/2021;0,00180
09/04/2021;-0,00204
08/04/2021;0,00318
07/04/2021;0,00001
06/04/2021;-0,00036
05/04/2021;0,00325
01/04/2021;-0,00166
31/03/2021;0,00077
30/03/2021;0,00287
29/03/2021;0,00054
26/03/2021;0,00264
25/03/2021;0,00360
24/03/2021;-0,00297
23/03/2021;-0,00384
22/03/2021;-0,00289
19/03/2021;0,00010
18/03/2021;-0,00399
17/03/2021;0,00420
16/03/2021;-0,00088
15/03/2021;0,00128
12/03/2021;-0,00184
11/03/2021;0,00484
10/03/2021;0,00232
09/03/2021;0,00040
08/03/2021;-0,00903
05/03/2021;0,00672
04/03/2021;0,00454
03/03/2021;-0,00041
02/03/2021;0,00090
01/03/2021;-0,00007
26/02/2021;-0,00440
25/02/2021;-0,00660
24/02/2021;0,00009
23/02/2021;0,00337
22/02/2021;-0,01063
19/02/2021;-0,00125
18/02/2021;-0,00145
17/02/2021;0,00089
12/02/2021;0,00026
11/02/2021;0,00156
10/02/2021;-0,00104
09/02/2021;-0,00120
08/02/2021;-0,00050
05/02/2021;0,00215
04/02/2021;-0,00105
03/02/2021;0,00309
02/02/2021;0,00374
01/02/2021;0,00416
29/01/2021;-0,00476
28/01/2021;0,00596
27/01/2021;-0,00114
26/01/2021;-0,00069
25/01/2021;-0,00002
22/01/2021;-0,00257
21/01/2021;-0,00273
20/01/2021;-0,00123
19/01/2021;-0,00123
18/01/2021;0,00108
15/01/2021;-0,00514
14/01/2021;0,00368
13/01/2021;-0,00357
12/01/2021;0,00317
11/01/2021;-0,00457
08/01/2021;0,00433
07/01/2021;0,00337
06/01/2021;-0,00173
05/01/2021;0,00051
04/01/2021;-0,00021
31/12/2020;0,00026
30/12/2020;0,00034
29/12/2020;0,00216
28/12/2020;0,00202
24/12/2020;0,00029
23/12/2020;0,00304
22/12/2020;0,00099
21/12/2020;-0,00332
18/12/2020;-0,00012
17/12/2020;0,00136
16/12/2020;0,00258
15/12/2020;0,00366
14/12/2020;-0,00072
11/12/2020;0,00136
10/12/2020;0,00462
09/12/2020;-0,00132
08/12/2020;0,00116
07/12/2020;-0,00067
04/12/2020;0,00262
03/12/2020;0,00330
02/12/2020;0,00176
01/12/2020;0,00621
30/11/2020;-0,00254
27/11/2020;0,00227
26/11/2020;0,00122
25/11/2020;0,00159
24/11/2020;0,00482
23/11/2020;0,00197
20/11/2020;-0,00181
19/11/2020;0,00115
18/11/2020;-0,00255
17/11/2020;0,00159
16/11/2020;0,00297
13/11/2020;0,00489
12/11/2020;-0,00484
11/11/2020;-0,00128
10/11/2020;0,00114
09/11/2020;0,00498
06/11/2020;0,00212
05/11/2020;0,00715
04/11/2020;0,00470
03/11/2020;0,00395
30/10/2020;-0,00540
29/10/2020;0,00268
28/10/2020;-0,00788
27/10/2020;-0,00274
26/10/2020;-0,00079
23/10/2020;-0,00163
22/10/2020;0,00143
21/10/2020;0,00042
20/10/2020;0,00427
19/10/2020;0,00138
16/10/2020;-0,00089
15/10/2020;-0,00137
14/10/2020;0,00181
13/10/2020;0,00197
09/10/2020;0,00082
08/10/2020;0,00544
07/10/2020;0,00015
06/10/2020;-0,00158
05/10/2020;0,00535
02/10/2020;-0,00516
01/10/2020;0,00217
30/09/2020;0,00353
29/09/2020;-0,00169
28/09/2020;-0,00782
25/09/2020;-0,00031
24/09/2020;0,00480
23/09/2020;-0,00462
22/09/2020;0,00274
21/09/2020;-0,00330
18/09/2020;-0,00693
17/09/2020;0,00050
16/09/2020;-0,00194
15/09/2020;-0,00064
14/09/2020;0,00414
11/09/2020;-0,00087
10/09/2020;-0,00572
09/09/2020;0,00323
08/09/2020;-0,00322
04/09/2020;0,00129
03/09/2020;-0,00186
02/09/2020;-0,00030
01/09/2020;0,00575
31/08/2020;-0,00590
28/08/2020;0,00390
27/08/2020;0,00004
26/08/2020;-0,00417
25/08/2020;-0,00033
24/08/2020;0,00177
21/08/2020;0,00022
20/08/2020;0,00186
19/08/2020;-0,00344
18/08/2020;0,00745
17/08/2020;-0,00290
14/08/2020;0,00179
13/08/2020;-0,00373
12/08/2020;-0,00103
11/08/2020;-0,00285
10/08/2020;-0,00023
07/08/2020;-0,00390
06/08/2020;0,00372
05/08/2020;0,00214
04/08/2020;-0,00347
03/08/2020;0,00058
31/07/2020;-0,00313
30/07/2020;0,00130
29/07/2020;0,00287
28/07/2020;-0,00086
27/07/2020;0,00495
24/07/2020;0,00082
23/07/2020;-0,00383
22/07/2020;0,00063
21/07/2020;0,00005
20/07/2020;0,00283
17/07/2020;0,00634
16/07/2020;-0,00194
15/07/2020;0,00254
14/07/2020;0,00273
13/07/2020;-0,00292
10/07/2020;0,00316
09/07/2020;0,00026
08/07/2020;0,00398
07/07/2020;-0,00285
06/07/2020;0,00495
03/07/2020;0,00259
02/07/2020;0,00026
01/07/2020;0,00451
30/06/2020;-0,00013
29/06/2020;0,00510
26/06/2020;-0,00486
25/06/2020;0,00524
24/06/2020;-0,00401
23/06/2020;0,00241
22/06/2020;-0,00349
19/06/2020;0,00092
18/06/2020;-0,00011
17/06/2020;0,00536
16/06/2020;0,00135
15/06/2020;-0,00098
12/06/2020;-0,00385
10/06/2020;-0,00289
09/06/2020;-0,00188
08/06/2020;0,00621
05/06/2020;0,00220
04/06/2020;0,00153
03/06/2020;0,00564
02/06/2020;0,00656
01/06/2020;0,00228
29/05/2020;0,00135
28/05/2020;-0,00207
27/05/2020;0,00528
26/05/2020;-0,00114
25/05/2020;0,01083
22/05/2020;-0,00213
21/05/2020;0,00430
20/05/2020;0,00242
19/05/2020;-0,00001
18/05/2020;0,00952
15/05/2020;-0,00204
14/05/2020;0,00424
13/05/2020;-0,00146
12/05/2020;-0,00503
11/05/2020;-0,00271
08/05/2020;0,00568
07/05/2020;-0,00342
06/05/2020;-0,00055
05/05/2020;0,00182
04/05/2020;-0,00359
30/04/2020;-0,00590
29/04/2020;0,00539
28/04/2020;0,01339
27/04/2020;0,00657
24/04/2020;-0,02025
23/04/2020;-0,00544
22/04/2020;0,00514
20/04/2020;0,00171
17/04/2020;0,00455
16/04/2020;0,00057
15/04/2020;0,00005
14/04/2020;0,00487
13/04/2020;0,00300
09/04/2020;0,00021
08/04/2020;0,00626
07/04/2020;0,00607
06/04/2020;0,01239
03/04/2020;-0,00854
02/04/2020;0,00246
01/04/2020;-0,00659
31/03/2020;-0,00384
30/03/2020;0,00403
27/03/2020;-0,00910
26/03/2020;0,01033
25/03/2020;0,01854
24/03/2020;0,02079
23/03/2020;-0,01447
20/03/2020;-0,00454
19/03/2020;0,00448
18/03/2020;-0,02965
17/03/2020;0,00976
16/03/2020;-0,02565
13/03/2020;0,03992
12/03/2020;-0,03969
11/03/2020;-0,02601
10/03/2020;0,01326
09/03/2020;-0,02850
06/03/2020;-0,00837
05/03/2020;-0,01105
04/03/2020;0,00403
03/03/2020;-0,00103
02/03/2020;0,00705
28/02/2020;0,00212
27/02/2020;-0,00498
26/02/2020;-0,01519
21/02/2020;-0,00238
20/02/2020;-0,00363
19/02/2020;0,00330
18/02/2020;-0,00046
17/02/2020;0,00101
14/02/2020;-0,00011
13/02/2020;-0,00169
12/02/2020;0,00329
11/02/2020;0,00575
10/02/2020;-0,00125
07/02/2020;-0,00266
06/02/2020;-0,00170
05/02/2020;0,00203
04/02/2020;0,00193
03/02/2020;0,00224
31/01/2020;-0,00306
30/01/2020;-0,00022
29/01/2020;-0,00093
28/01/2020;0,00394
27/01/2020;-0,00636
24/01/2020;-0,00152
23/01/2020;0,00180
22/01/2020;0,00328
21/01/2020;-0,00272
20/01/2020;0,00016
17/01/2020;0,00356
16/01/2020;-0,00017
15/01/2020;-0,00134
14/01/2020;0,00175
13/01/2020;0,00242
10/01/2020;-0,00013
09/01/2020;0,00028
08/01/2020;0,00023
07/01/2020;0,00004
06/01/2020;-0,00250
03/01/2020;-0,00170
02/01/2020;0,00448
31/12/2019;0,00028
30/12/2019;0,00048
27/12/2019;-0,00035
26/12/2019;0,00344
24/12/2019;0,00033
23/12/2019;0,00233
20/12/2019;0,00112
19/12/2019;-0,00114
18/12/2019;0,00238
17/12/2019;-0,00094
16/12/2019;-0,00161
13/12/2019;0,00084
12/12/2019;0,00322
11/12/2019;0,00161
10/12/2019;0,00025
09/12/2019;0,00046
06/12/2019;0,00267
05/12/2019;0,00088
04/12/2019;0,00334
03/12/2019;0,00112
02/12/2019;0,00055
29/11/2019;-0,00007
28/11/2019;0,00169
27/11/2019;0,00020
26/11/2019;-0,00360
25/11/2019;-0,00088
22/11/2019;0,00301
21/11/2019;0,00137
20/11/2019;0,00014
19/11/2019;-0,00073
18/11/2019;-0,00062
14/11/2019;0,00159
13/11/2019;-0,00151
12/11/2019;-0,00395
11/11/2019;0,00140
08/11/2019;-0,00425
07/11/2019;0,00115
06/11/2019;-0,00153
05/11/2019;-0,00043
04/11/2019;0,00081
01/11/2019;0,00257
31/10/2019;-0,00165
30/10/2019;0,00236
29/10/2019;-0,00039
28/10/2019;0,00199
25/10/2019;0,00204
24/10/2019;-0,00102
23/10/2019;0,00144
22/10/2019;0,00132
21/10/2019;0,00231
18/10/2019;-0,00005
17/10/2019;0,00080
16/10/2019;0,00320
15/10/2019;-0,00048
14/10/2019;0,00186
11/10/2019;0,00568
10/10/2019;0,00174
09/10/2019;0,00327
08/10/2019;-0,00104
07/10/2019;-0,00398
04/10/2019;0,00187
03/10/2019;0,00176
02/10/2019;-0,00508
01/10/2019;-0,00086
30/09/2019;-0,00034
27/09/2019;-0,00018
26/09/2019;0,00215
25/09/2019;0,00202
24/09/2019;-0,00175
23/09/2019;-0,00056
20/09/2019;0,00234
19/09/2019;0,00161
18/09/2019;0,00061
17/09/2019;0,00310
16/09/2019;0,00139
13/09/2019;-0,00222
12/09/2019;0,00217
11/09/2019;0,00176
10/09/2019;-0,00066
09/09/2019;0,00009
06/09/2019;0,00117
05/09/2019;0,00146
04/09/2019;0,00384
03/09/2019;-0,00071
02/09/2019;-0,00135
30/08/2019;0,00321
29/08/2019;0,00374
28/08/2019;-0,00019
27/08/2019;0,00063
26/08/2019;-0,00363
23/08/2019;-0,00430
22/08/2019;-0,00200
21/08/2019;0,00431
20/08/2019;-0,00050
19/08/2019;-0,00106
16/08/2019;0,00217
15/08/2019;-0,00181
14/08/2019;-0,00542
13/08/2019;0,00215
12/08/2019;-0,00421
09/08/2019;0,00028
08/08/2019;0,00347
07/08/2019;0,00224
06/08/2019;0,00540
05/08/2019;-0,00540
02/08/2019;0,00112
01/08/2019;0,00135
31/07/2019;-0,00239
30/07/2019;-0,00071
29/07/2019;0,00126
26/07/2019;0,00093
25/07/2019;-0,00289
24/07/2019;0,00128
23/07/2019;0,00056
22/07/2019;0,00122
19/07/2019;-0,00188
18/07/2019;0,00179
17/07/2019;0,00040
16/07/2019;-0,00040
15/07/2019;0,00004
12/07/2019;-0,00215
11/07/2019;-0,00078
10/07/2019;0,00351
09/07/2019;0,00017
08/07/2019;0,00201
05/07/2019;0,00072
04/07/2019;0,00349
03/07/2019;0,00334
02/07/2019;-0,00185
01/07/2019;0,00119
28/06/2019;0,00212
27/06/2019;0,00084
26/06/2019;0,00156
25/06/2019;-0,00405
24/06/2019;0,00077
21/06/2019;0,00617
19/06/2019;0,00218
18/06/2019;0,00390
17/06/2019;-0,00023
14/06/2019;-0,00072
13/06/2019;0,00176
12/06/2019;-0,00167
11/06/2019;0,00353
10/06/2019;-0,00010
07/06/2019;0,00236
06/06/2019;0,00332
05/06/2019;-0,00351
04/06/2019;0,00129
03/06/2019;0,00114
31/05/2019;0,00028
30/05/2019;0,00268
29/05/2019;0,00202
28/05/2019;0,00489
27/05/2019;0,00288
24/05/2019;-0,00022
23/05/2019;-0,00037
22/05/2019;0,00032
21/05/2019;0,00591
20/05/2019;0,00474
17/05/2019;-0,00138
16/05/2019;-0,00392
15/05/2019;-0,00078
14/05/2019;0,00177
13/05/2019;-0,00472
10/05/2019;-0,00009
09/05/2019;-0,00033
08/05/2019;0,00314
07/05/2019;-0,00101
06/05/2019;-0,00150
03/05/2019;0,00216
02/05/2019;-0,00138
30/04/2019;0,00129
29/04/2019;-0,00016
26/04/2019;0,00008
25/04/2019;0,00359
24/04/2019;-0,00159
23/04/2019;0,00399
22/04/2019;0,00054
18/04/2019;0,00339
17/04/2019;-0,00173
16/04/2019;0,00214
15/04/2019;0,00067
12/04/2019;-0,00352
11/04/2019;-0,00233
10/04/2019;0,00039
09/04/2019;-0,00264
08/04/2019;0,00019
05/04/2019;0,00191
04/04/2019;0,00348
03/04/2019;-0,00231
02/04/2019;-0,00080
01/04/2019;0,00238
29/03/2019;0,00246
28/03/2019;0,00837
27/03/2019;-0,00955
26/03/2019;0,00199
25/03/2019;0,00025
22/03/2019;-0,00812
21/03/2019;-0,00309
20/03/2019;-0,00183
19/03/2019;-0,00025
18/03/2019;0,00228
15/03/2019;0,00141
14/03/2019;-0,00060
13/03/2019;0,00303
12/03/2019;0,00022
11/03/2019;0,00653
08/03/2019;0,00270
07/03/2019;0,00023
06/03/2019;-0,00076
01/03/2019;-0,00164
28/02/2019;-0,00271
27/02/2019;0,00044
26/02/2019;0,00081
25/02/2019;-0,00117
22/02/2019;0,00189
21/02/2019;0,00075
20/02/2019;-0,00294
19/02/2019;0,00243
18/02/2019;-0,00224
15/02/2019;0,00123
14/02/2019;0,00511
13/02/2019;0,00058
12/02/2019;0,00477
11/02/2019;-0,00169
08/02/2019;0,00012
07/02/2019;-0,00146
06/02/2019;-0,00733
05/02/2019;-0,00090
04/02/2019;0,00102
01/02/2019;0,00221
31/01/2019;0,00298
30/01/2019;0,00293
29/01/2019;0,00173
28/01/2019;-0,00384
25/01/2019;0,00015
24/01/2019;0,00173
23/01/2019;0,00339
22/01/2019;-0,00125
21/01/2019;0,00014
18/01/2019;0,00153
17/01/2019;0,00221
16/01/2019;0,00100
15/01/2019;-0,00087
14/01/2019;0,00287
11/01/2019;0,00004
10/01/2019;0,00057
09/01/2019;0,00508
08/01/2019;0,00116
07/01/2019;-0,00038
04/01/2019;0,00217
03/01/2019;0,00277
02/01/2019;0,00776
31/12/2018;0,00024
28/12/2018;0,00579
27/12/2018;0,00137
26/12/2018;-0,00097
24/12/2018;0,00020
21/12/2018;0,00084
20/12/2018;0,00021
19/12/2018;-0,00058
18/12/2018;0,00042
17/12/2018;-0,00208
14/12/2018;-0,00009
13/12/2018;0,00275
12/12/2018;0,00230
11/12/2018;0,00133
10/12/2018;-0,00483
07/12/2018;-0,00135
06/12/2018;-0,00014
05/12/2018;0,00131
04/12/2018;-0,00324
03/12/2018;0,00074
30/11/2018;0,00007
29/11/2018;0,00110
28/11/2018;0,00345
27/11/2018;0,00482
26/11/2018;-0,00356
23/11/2018;-0,00202
22/11/2018;0,00131
21/11/2018;-0,00022
20/11/2018;0,00022
19/11/2018;-0,00129
16/11/2018;0,00698
14/11/2018;0,00365
13/11/2018;-0,00179
12/11/2018;-0,00035
09/11/2018;0,00017
08/11/2018;-0,00451
07/11/2018;-0,00240
06/11/2018;-0,00175
05/11/2018;0,00251
01/11/2018;0,00236
31/10/2018;0,00147
30/10/2018;0,00676
29/10/2018;-0,00447
26/10/2018;0,00573
25/10/2018;0,00239
24/10/2018;-0,00522
23/10/2018;-0,00039
22/10/2018;0,00490
19/10/2018;0,00075
18/10/2018;-0,00473
17/10/2018;0,00182
16/10/2018;0,00681
15/10/2018;0,00272
11/10/2018;-0,00145
10/10/2018;-0,00508
09/10/2018;0,00275
08/10/2018;0,01333
05/10/2018;-0,00138
04/10/2018;0,00129
03/10/2018;0,00562
02/10/2018;0,00756
01/10/2018;-0,00145
28/09/2018;-0,00160
27/09/2018;0,00335
26/09/2018;0,00020
25/09/2018;0,00137
24/09/2018;-0,00319
21/09/2018;0,00366
20/09/2018;0,00003
19/09/2018;-0,00062
18/09/2018;0,00334
17/09/2018;0,00414
14/09/2018;0,00215
13/09/2018;-0,00164
12/09/2018;0,00192
11/09/2018;-0,00389
10/09/2018;0,00036
06/09/2018;0,00366
05/09/2018;0,00057
04/09/2018;-0,00397
03/09/2018;-0,00190
31/08/2018;0,00095
30/08/2018;-0,00579
29/08/2018;0,00212
28/08/2018;-0,00139
27/08/2018;0,00447
24/08/2018;0,00208
23/08/2018;-0,00364
22/08/2018;0,00585
21/08/2018;-0,00540
20/08/2018;-0,00013
17/08/2018;-0,00169
16/08/2018;-0,00044
15/08/2018;-0,00215
14/08/2018;0,00558
13/08/2018;0,00291
10/08/2018;-0,00631
09/08/2018;-0,00161
08/08/2018;-0,00219
07/08/2018;-0,00223
06/08/2018;-0,00031
03/08/2018;0,00486
02/08/2018;0,00082
01/08/2018;0,00075
31/07/2018;-0,00209
30/07/2018;0,00094
27/07/2018;0,00143
26/07/2018;-0,00220
25/07/2018;0,00339
24/07/2018;0,00296
23/07/2018;-0,00139
20/07/2018;0,00436
19/07/2018;0,00090
18/07/2018;-0,00150
17/07/2018;0,00369
16/07/2018;0,00017
13/07/2018;0,00235
12/07/2018;0,00259
11/07/2018;-0,00163
10/07/2018;0,00089
09/07/2018;0,00042
06/07/2018;0,00191
05/07/2018;-0,00060
04/07/2018;0,00344
03/07/2018;0,00220
02/07/2018;0,00115
29/06/2018;0,00303
28/06/2018;0,00436
27/06/2018;-0,00260
26/06/2018;0,00181
25/06/2018;0,00161
22/06/2018;0,00121
21/06/2018;-0,00510
20/06/2018;0,00152
19/06/2018;0,00592
18/06/2018;-0,00157
15/06/2018;0,00150
14/06/2018;-0,00430
13/06/2018;-0,00187
12/06/2018;0,00134
11/06/2018;-0,00109
08/06/2018;0,00013
07/06/2018;-0,00784
06/06/2018;-0,00193
05/06/2018;-0,00666
04/06/2018;0,00298
01/06/2018;0,00236
30/05/2018;0,00255
29/05/2018;-0,00011
28/05/2018;-0,00790
25/05/2018;-0,00394
24/05/2018;-0,00232
23/05/2018;-0,00459
22/05/2018;0,00339
21/05/2018;-0,00152
18/05/2018;-0,00367
17/05/2018;-0,00753
16/05/2018;0,00312
15/05/2018;0,00013
14/05/2018;-0,00116
11/05/2018;-0,00172
10/05/2018;0,00505
09/05/2018;0,00154
08/05/2018;-0,00089
07/05/2018;-0,00124
04/05/2018;0,00012
03/05/2018;-0,00247
02/05/2018;-0,00336
30/04/2018;-0,00092
27/04/2018;0,00038
26/04/2018;0,00327
25/04/2018;-0,00056
24/04/2018;-0,00034
23/04/2018;-0,00051
20/04/2018;-0,00050
19/04/2018;0,00010
18/04/2018;0,00417
17/04/2018;0,00276
16/04/2018;-0,00231
13/04/2018;-0,00251
12/04/2018;0,00148
11/04/2018;0,00223
10/04/2018;0,00251
09/04/2018;-0,00287
06/04/2018;-0,00126
05/04/2018;0,00303
04/04/2018;-0,00096
03/04/2018;-0,00073
02/04/2018;-0,00203
29/03/2018;0,00387
28/03/2018;-0,00073
27/03/2018;-0,00330
26/03/2018;0,00205
23/03/2018;-0,00078
22/03/2018;0,00141
21/03/2018;0,00265
20/03/2018;-0,00035
19/03/2018;-0,00239
16/03/2018;0,00081
15/03/2018;-0,00212
14/03/2018;-0,00030
13/03/2018;-0,00039
12/03/2018;0,00121
09/03/2018;0,00291
08/03/2018;-0,00081
07/03/2018;-0,00015
06/03/2018;-0,00032
05/03/2018;0,00126
02/03/2018;0,00155
01/03/2018;0,00002
28/02/2018;-0,00289
27/02/2018;-0,00098
26/02/2018;0,00191
23/02/2018;0,00189
22/02/2018;0,00120
21/02/2018;0,00068
20/02/2018;0,00183
19/02/2018;0,00076
16/02/2018;0,00161
15/02/2018;0,00313
14/02/2018;0,00741
09/02/2018;-0,00246
08/02/2018;-0,00334
07/02/2018;-0,00212
06/02/2018;0,00445
05/02/2018;-0,00552
02/02/2018;-0,00368
01/02/2018;0,00181
31/01/2018;0,00123
30/01/2018;-0,00065
29/01/2018;-0,00170
26/01/2018;0,00598
25/01/2018;0,00024
24/01/2018;0,00897
23/01/2018;-0,00221
22/01/2018;0,00092
19/01/2018;0,00086
18/01/2018;0,00004
17/01/2018;0,00303
16/01/2018;0,00033
15/01/2018;0,00147
12/01/2018;0,00096
11/01/2018;0,00360
10/01/2018;-0,00044
09/01/2018;-0,00070
08/01/2018;0,00115
05/01/2018;0,00077
04/01/2018;0,00240
03/01/2018;0,00128
02/01/2018;0,00528
29/12/2017;0,00028
28/12/2017;0,00146
27/12/2017;0,00096
26/12/2017;0,00256
22/12/2017;-0,00018
21/12/2017;0,00466
20/12/2017;0,00282
19/12/2017;-0,00103
18/12/2017;0,00174
15/12/2017;0,00113
14/12/2017;-0,00157
13/12/2017;-0,00141
12/12/2017;0,00178
11/12/2017;0,00038
08/12/2017;0,00121
07/12/2017;-0,00265
06/12/2017;0,00141
05/12/2017;-0,00067
04/12/2017;0,00224
01/12/2017;0,00087
30/11/2017;-0,00221
29/11/2017;-0,00469
28/11/2017;0,00069
27/11/2017;-0,00041
24/11/2017;-0,00103
23/11/2017;0,00046
22/11/2017;-0,00037
21/11/2017;0,00406
20/11/2017;0,00031
17/11/2017;0,00343
16/11/2017;0,00565
14/11/2017;-0,00427
13/11/2017;0,00051
10/11/2017;-0,00270
09/11/2017;-0,00316
08/11/2017;0,00527
07/11/2017;-0,00459
06/11/2017;0,00212
03/11/2017;-0,00137
01/11/2017;-0,00208
31/10/2017;-0,00084
30/10/2017;-0,00332
27/10/2017;0,00061
26/10/2017;-0,00360
25/10/2017;0,00123
24/10/2017;0,00131
23/10/2017;-0,00273
20/10/2017;0,00101
19/10/2017;0,00000
18/10/2017;0,00137
17/10/2017;-0,00075
16/10/2017;-0,00039
13/10/2017;0,00096
11/10/2017;-0,00049
10/10/2017;0,00333
09/10/2017;-0,00104
06/10/2017;0,00066
05/10/2017;-0,00051
04/10/2017;0,00005
03/10/2017;0,00504
02/10/2017;0,00066
29/09/2017;0,00202
28/09/2017;-0,00028
27/09/2017;-0,00129
26/09/2017;0,00078
25/09/2017;-0,00233
22/09/2017;-0,00010
21/09/2017;0,00039
20/09/2017;0,00058
19/09/2017;0,00078
18/09/2017;0,00097
15/09/2017;0,00243
14/09/2017;0,00042
13/09/2017;0,00074
12/09/2017;0,00012
11/09/2017;0,00251
08/09/2017;0,00079
06/09/2017;0,00439
05/09/2017;0,00132
04/09/2017;0,00095
01/09/2017;0,00258
31/08/2017;0,00110
30/08/2017;-0,00074
29/08/2017;0,00094
28/08/2017;0,00019
25/08/2017;0,00021
24/08/2017;0,00244
23/08/2017;0,00193
22/08/2017;0,00360
21/08/2017;-0,00082
18/08/2017;0,00311
17/08/2017;-0,00305
16/08/2017;0,00129
15/08/2017;0,00123
14/08/2017;0,00236
11/08/2017;0,00106
10/08/2017;-0,00244
09/08/2017;-0,00075
08/08/2017;0,00028
07/08/2017;0,00187
04/08/2017;0,00071
03/08/2017;0,00091
02/08/2017;0,00257
01/08/2017;0,00237
31/07/2017;0,00185
28/07/2017;0,00111
27/07/2017;0,00410
26/07/2017;-0,00179
25/07/2017;0,00112
24/07/2017;0,00076
21/07/2017;0,00038
20/07/2017;0,00067
19/07/2017;0,00166
18/07/2017;0,00145
17/07/2017;0,00082
14/07/2017;0,00253
13/07/2017;0,00090
12/07/2017;0,00460
11/07/2017;0,00281
10/07/2017;0,00223
07/07/2017;-0,00083
06/07/2017;-0,00129
05/07/2017;0,00018
04/07/2017;-0,00026
03/07/2017;0,00204
30/06/2017;0,00253
29/06/2017;0,00033
28/06/2017;0,00239
27/06/2017;-0,00175
26/06/2017;0,00288
23/06/2017;-0,00038
22/06/2017;0,00087
21/06/2017;0,00062
20/06/2017;-0,00427
19/06/2017;0,00231
16/06/2017;0,00110
14/06/2017;0,00207
13/06/2017;0,00035
12/06/2017;-0,00075
09/06/2017;-0,00062
08/06/2017;-0,00075
07/06/2017;0,00100
06/06/2017;0,00292
05/06/2017;-0,00105
02/06/2017;-0,00031
01/06/2017;-0,00293
31/05/2017;-0,00174
30/05/2017;-0,00097
29/05/2017;0,00042
26/05/2017;0,00380
25/05/2017;0,00040
24/05/2017;0,00278
23/05/2017;0,00706
22/05/2017;-0,00418
19/05/2017;0,00981
18/05/2017;-0,03952
17/05/2017;-0,00333
16/05/2017;0,00313
15/05/2017;0,00279
12/05/2017;0,00286
11/05/2017;0,00230
10/05/2017;0,00420
09/05/2017;0,00269
08/05/2017;-0,00043
05/05/2017;0,00276
04/05/2017;-0,00322
03/05/2017;-0,00100
02/05/2017;0,00433
28/04/2017;0,00295
27/04/2017;-0,00043
26/04/2017;-0,00062
25/04/2017;0,00059
24/04/2017;0,00191
20/04/2017;0,00065
19/04/2017;-0,00207
18/04/2017;0,00082
17/04/2017;0,00441
13/04/2017;-0,00324
12/04/2017;-0,00073
11/04/2017;-0,00078
10/04/2017;0,00183
07/04/2017;0,00205
06/04/2017;-0,00310
05/04/2017;-0,00255
04/04/2017;0,00153
03/04/2017;0,00100
31/03/2017;0,00010
30/03/2017;-0,00090
29/03/2017;0,00275
28/03/2017;0,00032
27/03/2017;0,00201
24/03/2017;0,00258
23/03/2017;-0,00073
22/03/2017;0,00106
21/03/2017;-0,00385
20/03/2017;0,00158
17/03/2017;-0,00274
16/03/2017;-0,00063
15/03/2017;0,00515
14/03/2017;-0,00350
13/03/2017;0,00280
10/03/2017;0,00260
09/03/2017;-0,00082
08/03/2017;-0,00286
07/03/2017;-0,00111
06/03/2017;-0,00051
03/03/2017;0,00356
02/03/2017;-0,00337
01/03/2017;0,00226
24/02/2017;-0,00221
23/02/2017;-0,00016
22/02/2017;-0,00009
21/02/2017;0,00285
20/02/2017;0,00228
17/02/2017;0,00066
16/02/2017;-0,00149
15/02/2017;0,00328
14/02/2017;-0,00005
13/02/2017;0,00250
10/02/2017;0,00375
09/02/2017;0,00160
08/02/2017;0,00394
07/02/2017;0,00171
06/02/2017;-0,00166
03/02/2017;0,00235
02/02/2017;0,00043
01/02/2017;0,00172
31/01/2017;0,00121
30/01/2017;-0,00508
27/01/2017;0,00090
26/01/2017;0,00054
25/01/2017;0,00041
24/01/2017;0,00143
23/01/2017;0,00283
20/01/2017;0,00182
19/01/2017;0,00029
18/01/2017;-0,00123
17/01/2017;0,00130
16/01/2017;0,00174
13/01/2017;-0,00005
12/01/2017;0,00960
11/01/2017;0,00040
10/01/2017;0,00175
09/01/2017;0,00028
06/01/2017;-0,00124
05/01/2017;0,00220
04/01/2017;-0,00154
03/01/2017;0,00534
02/01/2017;0,00087
30/12/2016;0,00040
29/12/2016;0,00306
28/12/2016;0,00416
27/12/2016;0,00088
26/12/2016;0,00241
23/12/2016;0,00194
22/12/2016;0,00051
21/12/2016;0,00199
20/12/2016;0,00193
19/12/2016;-0,00218
16/12/2016;0,00081
15/12/2016;0,00116
14/12/2016;-0,00191
13/12/2016;0,00099
12/12/2016;-0,00255
09/12/2016;-0,00026
08/12/2016;0,00134
07/12/2016;0,00258
06/12/2016;0,00259
05/12/2016;0,00218
02/12/2016;0,00189
01/12/2016;-0,01129
30/11/2016;0,00329
29/11/2016;-0,00319
28/11/2016;0,00456
25/11/2016;-0,00090
24/11/2016;-0,00167
23/11/2016;0,00049
22/11/2016;0,00282
21/11/2016;0,00632
18/11/2016;0,00128
17/11/2016;-0,00197
16/11/2016;0,00698
14/11/2016;-0,00340
11/11/2016;-0,00588
10/11/2016;-0,01127
09/11/2016;-0,00428
08/11/2016;0,00093
07/11/2016;0,00767
04/11/2016;0,00051
03/11/2016;-0,00345
01/11/2016;-0,00435
